"density","mach","pressure","temperature","vel_x","vel_y","vel_z","Points:0","Points:1","Points:2"
1.53125e-01,5.79632e-11,1.01325e+04,2.30400e+02,-1.76421e-08,0.00000e+00,0.00000e+00,8.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.85889e-11,1.01325e+04,2.30400e+02,8.70156e-09,0.00000e+00,0.00000e+00,8.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.36385e-11,1.01325e+04,2.30400e+02,-4.15113e-09,0.00000e+00,0.00000e+00,8.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.94232e-12,1.01325e+04,2.30400e+02,1.80865e-09,0.00000e+00,0.00000e+00,8.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.46308e-12,1.01325e+04,2.30400e+02,-7.49684e-10,0.00000e+00,0.00000e+00,8.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.03097e-12,1.01325e+04,2.30400e+02,3.13795e-10,0.00000e+00,0.00000e+00,8.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.29001e-13,1.01325e+04,2.30400e+02,-1.30574e-10,0.00000e+00,0.00000e+00,8.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.73067e-13,1.01325e+04,2.30400e+02,5.26760e-11,0.00000e+00,0.00000e+00,8.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,6.71756e-14,1.01325e+04,2.30400e+02,-2.04461e-11,0.00000e+00,0.00000e+00,8.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,2.55648e-14,1.01325e+04,2.30400e+02,7.78113e-12,0.00000e+00,0.00000e+00,8.95000e-01,0.00000e+00,0.00000e+00
1.53125e-01,9.70677e-15,1.01325e+04,2.30400e+02,-2.95443e-12,0.00000e+00,0.00000e+00,9.05000e-01,0.00000e+00,0.00000e+00
1.53125e-01,3.52369e-15,1.01325e+04,2.30400e+02,1.07250e-12,0.00000e+00,0.00000e+00,9.15000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.26959e-15,1.01325e+04,2.30400e+02,-3.86421e-13,0.00000e+00,0.00000e+00,9.25000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.76384e-17,1.01325e+04,2.30400e+02,-1.44996e-14,0.00000e+00,0.00000e+00,9.35000e-01,0.00000e+00,0.00000e+00
1.53125e-01,8.20275e-16,1.01325e+04,2.30400e+02,-2.49666e-13,0.00000e+00,0.00000e+00,9.45000e-01,0.00000e+00,0.00000e+00
1.53125e-01,5.77794e-16,1.01325e+04,2.30400e+02,-1.75862e-13,0.00000e+00,0.00000e+00,9.55000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.40189e-17,1.01325e+04,2.30400e+02,-1.33980e-14,0.00000e+00,0.00000e+00,9.65000e-01,0.00000e+00,0.00000e+00
1.53125e-01,4.35591e-20,1.01325e+04,2.30400e+02,1.32580e-17,0.00000e+00,0.00000e+00,9.75000e-01,0.00000e+00,0.00000e+00
1.53125e-01,1.24226e-20,1.01325e+04,2.30400e+02,3.78105e-18,0.00000e+00,0.00000e+00,9.85000e-01,0.00000e+00,0.00000e+00
1.53125e-01,9.42328e-22,1.01325e+04,2.30400e+02,2.86815e-19,0.00000e+00,0.00000e+00,9.95000e-01,0.00000e+00,0.00000e+00
